correct,asr,error_type,edit_distance,sentence_idx
actipraz-dxr,actopraz-dxr,character_substitution,1,5020
calferon-d,cafarin,word_level_error,5,5022
fericip-xt,ferricipex,phonetic_substitution,3,5023
droperidol,droperdol,character_substitution,1,5026
cadi-o,cady,character_insertion_deletion,3,5029
biodase-d,biodase,character_insertion_deletion,2,5030
omadacycline,amidocycline,word_level_error,3,5031
marinol-gb,marinlgb,character_insertion_deletion,2,5034
feriflow-m,ferrifloam,phonetic_substitution,3,5035
econazole,echinazole,character_substitution,2,5037
dioflox-oz,deofloxacin,phonetic_substitution,5,5045
clomic-zm,clomaxeum,phonetic_substitution,4,5047
clancef-clav,clansafe,phonetic_substitution,7,5051
flexon-mr,flexin,phonetic_substitution,4,5053
zanocin-tz,xanosynthese,word_level_error,8,5054
bipo-life,bepolife,character_substitution,2,5056
gabalis-m,gaboly's,phonetic_substitution,5,5057
levocetirizine,levostorazine,phonetic_substitution,4,5059
nucez-mc,nucerzim,word_level_error,3,5059
necflo-oz,nekfloozy,phonetic_substitution,3,5065
stator-ez,statorizy,phonetic_substitution,3,5066
widely-used,widely,segmentation_error,5,5066
tampace-t4,tampaste4,phonetic_substitution,4,5070
sugamide-m,sugamidem,character_substitution,1,5071
f-18,de,word_level_error,4,5073
levodak-az,levodacase,phonetic_substitution,4,5078
gro-vital,grow,segmentation_error,6,5079
pargyline,pergeline,character_substitution,2,5081
unifer-xt,unifer,character_insertion_deletion,3,5082
flagyl-f,flagelluf,phonetic_substitution,3,5083
lecope-m,licopim,phonetic_substitution,3,5084
ducopan-dsr,ducopandiasar,phonetic_substitution,4,5086
f-nem,epineum,word_level_error,4,5087
well-documented,well,segmentation_error,11,5087
hydase-d,hidase-d,character_substitution,1,5090
pioglar-mf,pyoglerumf,phonetic_substitution,3,5091
amrinone,amarinon,character_substitution,2,5093
dexmethylphenidate,dexamethylphenidate,character_substitution,1,5094
nt-addict,and,segmentation_error,7,5096
betamethasone,beta-methasone,character_substitution,1,5097
betamethasone,beta-methasone,character_substitution,1,5097
halobetasol,helobtasol,character_substitution,2,5099
xynac-th,zynac,word_level_error,4,5100
qptone,q-onus-yr,word_level_error,7,5101
cenegermin-bkbj,senna-german,word_level_error,10,5103
pregalin-sr,pregalinosar,character_substitution,2,5104
pilo-akt,piloac,character_insertion_deletion,3,5105
ropivacaine,ropovacaine,character_substitution,1,5106
post-operative,postoperative,character_substitution,1,5106
well-documented,well,segmentation_error,11,5106
penciclovir,pensaclavir,phonetic_substitution,3,5107
film-coated,film,segmentation_error,7,5108
tamcuf-d,tamcov-d,character_substitution,2,5109
omacetaxine,almacetaxine,character_substitution,2,5111
mepesuccinate,mepesiccinate,character_substitution,1,5111
lycofol,lycafol,character_substitution,1,5113
phenoxybenzamine,phenoxybenz,phonetic_substitution,5,5119
jaclo-ps,jacklow,word_level_error,4,5121
hyocimax-mf,hiacemaximab,phonetic_substitution,6,5122
tolol-h,talol,character_insertion_deletion,3,5123
mego-xl,megoxl,character_substitution,1,5124
drez-s,drazes,character_substitution,2,5125
saimox-cv,samox,segmentation_error,4,5126
cysteamine,cystamine,character_substitution,1,5127
bitartrate,by,segmentation_error,9,5127
coldsin-p,coldsyn,character_insertion_deletion,3,5130
becoron-z,bicoron,character_insertion_deletion,3,5131
capcold-ls,capcoldilis,character_substitution,2,5133
sulphate,sulfate,character_substitution,2,5136
metoprolol,metaprolol,character_substitution,1,5137
succinate,,segmentation_error,9,5137
opdol,abdul,word_level_error,3,5142
emdox-tz,imdox-dz,character_substitution,2,5144
vitglow-z,vitglosy,phonetic_substitution,3,5147
sulfate,,segmentation_error,7,5148
bourex-d,burex-d,character_substitution,1,5152
ofet-h,afatach,word_level_error,4,5154
sibrol-s,sibrales,character_substitution,2,5155
pirfenidone,perfinidone,character_substitution,2,5156
ipodate,hiperdate,character_insertion_deletion,3,5159
homatropine,homotropine,character_substitution,1,5161
brompheniramine,bronfenaramine,phonetic_substitution,4,5163
maleate,malate,character_substitution,1,5163
kolq-af,chol-cafsa,word_level_error,6,5165
chlorpheniramine,chlorophenyramine,character_substitution,2,5165
maleate,malate,character_substitution,1,5165
orcipod-cv,orcipod,character_insertion_deletion,3,5166
mepyramine,mepiramine,character_substitution,1,5171
afesan-p,efesson,word_level_error,5,5173
cefadron-lb,cefidrin,phonetic_substitution,5,5178
vilazodone,velazodone,character_substitution,1,5180
well-documented,well,segmentation_error,11,5180
l-arginine,lrg9-sr,word_level_error,7,5181
fenofibrate,phenofibrate,character_substitution,2,5188
lansoprazole,lansiprazole,character_substitution,1,5189
ostovit-cp,ostovit,character_insertion_deletion,3,5190
entacapone,in,segmentation_error,9,5192
neugaba-m,nugobam,character_insertion_deletion,3,5194
diabenorm-gl,diabanome,word_level_error,5,5197
avil-nu,avalyn-u,phonetic_substitution,3,5201
amoxycillin,amoxicillin,character_substitution,1,5202
prochlorperazine,prochloroprazine,character_substitution,2,5204
edisylate,etisylate,character_substitution,1,5204
afymofer-xt,ephemophorex-d,word_level_error,10,5206
epcoritamab-bysp,epcortimab,phonetic_substitution,7,5207
meto-er,mitoiar,phonetic_substitution,3,5210
redbury-ax,red,segmentation_error,7,5214
levetranol,levitranol,character_substitution,1,5216
coligon-o,collagen,phonetic_substitution,5,5222
bleomycin,bleomice,phonetic_substitution,3,5223
indinavir,indenovir,character_substitution,2,5227
nizonide-o,nizanide,character_insertion_deletion,3,5228
movace-sr,muveses,phonetic_substitution,5,5231
toflox-oz,tofloxo's,phonetic_substitution,3,5235
ambroxol,ambrexol-sr,phonetic_substitution,4,5236
zuderm-n,zudermen,character_substitution,1,5238
ziprasidone,ziprocidone,character_substitution,2,5246
doxyllion-lb,doxilinil,phonetic_substitution,5,5250
sulphadoxine,sulfadoxine,character_substitution,2,5251
part-1,part,character_insertion_deletion,2,5252
escigress-cz,s-aggress,word_level_error,7,5254
eluxadoline,elexadaline,character_substitution,2,5255
rimceft-s,remseftase,phonetic_substitution,4,5256
glimp-m,glym-pem,phonetic_substitution,3,5257
prozex-d,prozac,phonetic_substitution,4,5258
fostine,faustine,character_substitution,2,5259
drospirenone,drospironon,character_substitution,2,5260
levomefolate,levum,segmentation_error,8,5260
roppi-d,ropey,word_level_error,4,5261
alclometasone,alklomtasone,character_substitution,2,5262
r-loc,r-locforte,segmentation_error,5,5263
ovitrop-hp,overtrop,word_level_error,5,5264
ethinyloestradiol,ethanylostradiol,character_substitution,2,5265
formoterol,formotrol,character_substitution,1,5269
trifluridine,trifluoridine,character_substitution,1,5270
lycosol-xt,lycosylex-d,phonetic_substitution,4,5271
deep-sea,deep,segmentation_error,4,5272
liquiron-xt,liquorin,phonetic_substitution,5,5278
kvcort-m,kv,segmentation_error,6,5279
chlorphenamine,chlorophenamine,character_substitution,1,5280
hetacillin,hedicillin,character_substitution,2,5281
pp-am-d,ppmd,character_insertion_deletion,3,5284
multi-heal,multiheal,character_substitution,1,5285
all-in-one,all-in,segmentation_error,4,5285
seris-n,seri-sen,character_substitution,2,5287
nilcid-mps,nilsodon,phonetic_substitution,6,5288
septacare-m,septicarum,phonetic_substitution,3,5290
kymovil-br,chymovulbiar,word_level_error,6,5293
tetaglobuline,tetaglobulin,character_substitution,1,5294
ofer-xl,oforexcel,phonetic_substitution,4,5296
total-p,total,character_insertion_deletion,2,5298
d-met,dmet,character_substitution,1,5299
nordeplin-pm,nordoplin,phonetic_substitution,4,5300
pancef-az,pansyphase,phonetic_substitution,6,5302
tagamox-lp,tagamok,phonetic_substitution,4,5303
delete-mx,diletimex,phonetic_substitution,4,5304
chek-s,chikis,character_substitution,2,5306
pantothenate,pantothen,character_insertion_deletion,3,5309
neostigmine,neurostigmine,character_insertion_deletion,2,5317
methylsulfate,methyl,segmentation_error,7,5317
combilox-cv,cumbilox,phonetic_substitution,4,5320
gentin-mc,gentenmec,phonetic_substitution,3,5321
naphazoline,naphezoline,character_substitution,1,5326
napsylate,napsulate,character_substitution,1,5327
diataal-d,diatol-d,character_substitution,2,5329
l-lysine,l-lycein,phonetic_substitution,3,5331
osfol,osval,character_substitution,2,5332
telpres-mt,toprez,segmentation_error,6,5333
acef-lb,a,segmentation_error,6,5337
oxetacaine,oxytocaine,character_substitution,2,5339
bacticid-cs,bactecid,phonetic_substitution,4,5341
pg-nac,pgnse,phonetic_substitution,3,5343
amdinocillin,amdenocillin,character_substitution,1,5345
erdafitinib,erdofitinib,character_substitution,1,5346
bigomet-m,bigomitem,character_substitution,2,5347
sr-cap,sr,segmentation_error,4,5348
sulphate,sulfate,character_substitution,2,5348
tg-20,t220,character_substitution,2,5349
ecocid-d,echocid,phonetic_substitution,3,5351
lactodrox-lb,lactodroxel,character_substitution,2,5352
combidol,combidil,character_substitution,1,5353
oriro-c,arirose,word_level_error,3,5354
skin-lightening,skin,segmentation_error,11,5356
s-gel,sjl,character_insertion_deletion,3,5359
tenadac-m,tenadac,character_insertion_deletion,2,5361
voglia-gm,vagliagm,character_substitution,2,5362
dito-m,d2m,word_level_error,4,5366
arflur-3d,arflur,character_insertion_deletion,3,5368
emoxylin-dx,imoxilin,word_level_error,5,5369
nimulid-mr,nimulid,character_insertion_deletion,3,5370
itrav-t,idrav-t,character_substitution,1,5371
evimectin-dt,evimetin,segmentation_error,4,5372
erophylline,irofoline,word_level_error,5,5373
vitafirst-5g,vitafirst,character_insertion_deletion,3,5374
rantac-d,rantac,character_insertion_deletion,2,5377
omeprazole,omprozole,character_substitution,2,5377
lactigol,lactigal,character_substitution,1,5379
stibogluconate,stibaglucanate,character_substitution,2,5382
anxo-pr,anx-opr,character_substitution,2,5383
flupentixol,flupantixol,character_substitution,1,5386
pano-d,panod,character_substitution,1,5388
myamlo-at,myomlo,word_level_error,4,5391
altirab-d,alter,phonetic_substitution,5,5392
lemolate-gold,gold,segmentation_error,9,5393
axicef-lz,x-icifil-e,word_level_error,6,5394
benidin-ch,benidon,phonetic_substitution,4,5397
cefiwok-az,safebo,segmentation_error,8,5398
proparacaine,proparacane,character_substitution,1,5400
amzopan-dsr,amzopandiazar,phonetic_substitution,5,5401
famcin-h,famsin,character_insertion_deletion,3,5405
vitopin-g,vitapen,phonetic_substitution,4,5406
nisoldipine,nisaldip,phonetic_substitution,4,5407
candesartan,candisartan,character_substitution,1,5411
nimpure-p,nympurep,character_substitution,2,5413
mestranol,mestronol,character_substitution,1,5415
geryl-o,duralo,word_level_error,4,5419
lansoprazole,lansiprazole,character_substitution,1,5420
kindtrol-d3,kindtrol,character_insertion_deletion,3,5422
zucator-m,zucadarum,phonetic_substitution,3,5423
cilacar-t,silica,word_level_error,5,5424
pacritinib,pacrotin,character_insertion_deletion,3,5426
citrate,ipsitrate,character_insertion_deletion,3,5426
moxysil-cv,moxicil,phonetic_substitution,5,5428
adzole-dm,edzoldium,word_level_error,4,5430
matce-p,matsb-15,phonetic_substitution,4,5431
erakof-p,iricoff,word_level_error,5,5432
alocin-oz,elecinosi,word_level_error,5,5433
glucomol-od,glucamolo,character_insertion_deletion,3,5436
jomee-d,gemi,word_level_error,6,5439
esjoy-e,s-joy,word_level_error,4,5441
col,sewell,word_level_error,5,5442
lenclog-mr,lenclog,character_insertion_deletion,3,5444
drobel-mf,drobolimef,phonetic_substitution,3,5447
olopatadine,allopatidine,word_level_error,3,5448
vitakan-m,vitekanem,character_substitution,2,5450
alzolam-sr,alzalam,phonetic_substitution,4,5451
xyzal-m,zezalem,word_level_error,3,5452
film-coated,film,segmentation_error,7,5452
risdone,ristone,character_substitution,1,5453
nervup-er,nervapr,character_insertion_deletion,3,5454
piprid-tz,pippard,phonetic_substitution,6,5455
telday-m,teldayem,character_substitution,1,5456
trax-p,trax-b,character_substitution,1,5457
binifol,bynifol,character_substitution,1,5462
aminophylline,aminophyll,character_insertion_deletion,3,5467
mext-f,mextef,character_substitution,1,5468
sartel-beta,sartyl,phonetic_substitution,6,5470
telmisartan,telmasartan,character_substitution,1,5470
ciffy-cv,cfa-cvkid,phonetic_substitution,6,5473
redzone-xt,red,segmentation_error,7,5474
ciprozol,ciprozole,character_substitution,1,5477
joint-d,joint,character_insertion_deletion,2,5480
amoxycillin,amoxicillin,character_substitution,1,5481
sibutramine,subutramine,character_substitution,1,5483
binex-dt,binax,word_level_error,4,5484
pethidine,pathidine,character_substitution,1,5486
roxifenac-sp,roxifenacis,character_substitution,2,5489
anifen-sp,anaphanaspi,phonetic_substitution,6,5491
silcef-lb,silsafel,phonetic_substitution,4,5493
cefikos-oz,ceficozoz,phonetic_substitution,3,5496
broad-spectrum,broad,segmentation_error,9,5496
panlist-dsr,panless,phonetic_substitution,5,5501
omeprazole,omprazole,character_substitution,1,5503
keftac-s,keftekis,phonetic_substitution,3,5504
solriamfetol,sorianfetol,character_substitution,2,5507
ofk-oz,ofk-oz-tab,phonetic_substitution,4,5508
elbion-m,lbnm,segmentation_error,4,5509
oxalod-oz,oxalados,phonetic_substitution,3,5512
pemoline,pemmoline,character_substitution,1,5514
edge-p,edge-b,character_substitution,1,5515
ocef-750,osef,phonetic_substitution,5,5517
norepinephrine,norpinephrine,character_substitution,1,5522
theophylline,phthaline,word_level_error,6,5526
vilus-met,vilisem,phonetic_substitution,4,5527
piopod-mf,piopatamef,phonetic_substitution,4,5528
l-dio-1,ldao-1m,word_level_error,3,5529
well-documented,well,segmentation_error,11,5529
dexchlorphenamine,dex,segmentation_error,14,5531
maleate,chlorophenamine,segmentation_error,11,5531
fostamatinib,fostamantinib,character_substitution,1,5532
wyamycin,y-amycin,character_substitution,2,5533
bosemic-m,basimikim,phonetic_substitution,4,5536
dizer-n,dyser,word_level_error,4,5538
germa-medica,germa,segmentation_error,7,5541
stator-cv,state,segmentation_error,5,5542
vitel-m,vitilam,character_substitution,2,5543
sniz-cold,snes,segmentation_error,7,5546
tel-ah,tla,character_insertion_deletion,3,5547
rabialfa-l,rabi,segmentation_error,6,5549
plasmanate,plasmonate,character_substitution,1,5550
q-met,kiomiti,word_level_error,5,5552
moxinova-cv,moxonova-c-v-telbi,phonetic_substitution,8,5554
medomol,metamal,phonetic_substitution,3,5555
widely-used,widely,segmentation_error,5,5555
f-18,f18,character_substitution,1,5556
i-ket,iket,character_substitution,1,5559
actocef-tz,actos-ftz,phonetic_substitution,3,5560
abipanta-dsr,abipantidiasar,phonetic_substitution,5,5561
aba-at,aba,character_insertion_deletion,3,5566
d-syr,at,word_level_error,5,5566
rabefic-d,rapevic,phonetic_substitution,4,5568
fc-tab,tab,character_insertion_deletion,3,5569
olik-d,lhd,word_level_error,4,5571
5-hydroxytryptophan,five-eyed,segmentation_error,18,5572
litron-xt,letronix,phonetic_substitution,3,5575
avopan-d,avapan,character_insertion_deletion,3,5577
clotweet-md,clotvitam,word_level_error,5,5578
tp-valpro,tipin-valpro,character_insertion_deletion,3,5581
metoprolol,metaprolol,character_substitution,1,5587
l-montus,elmanta's,word_level_error,5,5592
levocetirizine,levostirazine,phonetic_substitution,3,5592
levacetylmethadol,leucetal,segmentation_error,10,5595
sulfate,sulphate,character_substitution,2,5597
rantac-d,rentaq,phonetic_substitution,4,5599
omeprazole,omprazole,character_substitution,1,5599
halobetasol,halobtussle,phonetic_substitution,4,5600
pregaloy-nt,pregallion,phonetic_substitution,4,5601
gababit-mn,gababitamin,character_substitution,2,5605
toff-dc,toftisi,phonetic_substitution,4,5606
glofty-oz,gloftiaz,phonetic_substitution,3,5613
highcef-cv,hisef-cv,character_insertion_deletion,3,5617
istradefylline,as,segmentation_error,13,5621
bitartrate,by,segmentation_error,9,5622
pargyline,pargilline,character_substitution,2,5624
swiztol,swistol,character_substitution,1,5628
iladac-dsr,ilidec,phonetic_substitution,6,5629
panzol,pansol,character_substitution,1,5630
oflict-oz,oflictosy,phonetic_substitution,3,5631
obimet-gx,abimetchiex,word_level_error,5,5632
symbal-m,simbolem,phonetic_substitution,3,5633
powergyl-oz,powagilloze,word_level_error,5,5636
n-pred,n,segmentation_error,5,5639
lebact-am,le,segmentation_error,7,5640
hydrolysate,hydrolisate,character_substitution,1,5641
voglistar-gm,voglystagium,phonetic_substitution,4,5642
gluceptate,gluciptate,character_substitution,1,5643
celixim-lbx,celexamil,phonetic_substitution,5,5646
salwart-pd,salwat-pd,character_substitution,1,5648
ibandronate,abondronate,character_substitution,2,5656
nimorazole,nimerazole,character_substitution,1,5657
formosone,formasone,character_substitution,1,5658
miconazole,myconazole-3,character_insertion_deletion,3,5659
esonex-dsr,snx-dsr,character_insertion_deletion,3,5660
glidmet-cp,gledmetsi-p,phonetic_substitution,4,5662
vasotrate,versatrate,word_level_error,3,5664
omey-dm,omedium,phonetic_substitution,3,5665
tolterodine,tolteridine,character_substitution,1,5667
gadopiclenol,gadapiclinol,character_substitution,2,5668
myokor-3g,myoco3g,character_insertion_deletion,3,5669
esofine-ls,esafine,phonetic_substitution,4,5671
doxytime-f,doxytimef,character_substitution,1,5672
uriliser-mb6,urolizoram,phonetic_substitution,6,5673
olmetime-am,almatymium,word_level_error,6,5676
vinblastine,venblastine,character_substitution,1,5680
tyde-s,thai,word_level_error,5,5681
cad-m,,segmentation_error,5,5687
oqueen-oz,aquinas,word_level_error,6,5688
lactogen-2,lactogen,character_insertion_deletion,2,5689
imol,emol,character_substitution,1,5690
revamp-dha,revampdha,character_substitution,1,5695
fe-king,feeking,character_substitution,1,5699
myo-inositol,myo-,segmentation_error,8,5707
terbuvent-b,turbulent,word_level_error,4,5710
redner-xt,retino-xd,word_level_error,5,5711
amlo-b,amlo,character_insertion_deletion,2,5712
soyamin-22,soyamin,character_insertion_deletion,3,5713
fenfluramine,phenfluramine,character_substitution,2,5715
elriz-xl,eryzic,word_level_error,5,5716
cyclizine,cyclozine,character_substitution,1,5717
cefexon-s,cefexin,character_insertion_deletion,3,5718
methylergometrine,methylorgontrine,phonetic_substitution,3,5719
maleate,malate,character_substitution,1,5719
cr-51,cr51,character_substitution,1,5720
bredium-xt,bredium,character_insertion_deletion,3,5721
meftal-spas,meftal,phonetic_substitution,5,5723
emicizumab,emesisumab,phonetic_substitution,3,5726
koflet-h,coughletach,word_level_error,6,5729
neuromin-ea,neurim,segmentation_error,6,5734
lcf-ls,l-cfls,character_substitution,2,5738
citilure-xr,sidalir,segmentation_error,8,5740
nelarabine,nelorabine,character_substitution,1,5742
didol,diddle,character_substitution,2,5743
vitrip-cl,vitripcl,character_substitution,1,5745
remune-al,rimmunal,phonetic_substitution,4,5746
cobadex-czs,cobadex,phonetic_substitution,4,5751
lafaxid-d,lefaxid,character_insertion_deletion,3,5757
gadopiclenol,gadapiclinol,character_substitution,2,5758
pikloz-dsr,piclosdias,phonetic_substitution,6,5760
fc-tab,fc,segmentation_error,4,5761
sulphate,sulfate,character_substitution,2,5761
valoff-cr,velov-cr,phonetic_substitution,3,5762
methdilazine,methadilazine,character_substitution,1,5766
stibogluconate,stibagluconate,character_substitution,1,5768
hovite-rb,havaita,word_level_error,6,5771
cholecalciferol,chalciferol,segmentation_error,4,5774
tcv-pfs,tcvpfs,character_substitution,1,5775
feronia-max,veronia,segmentation_error,5,5777
prochlorperazine,prochloroperazine,character_substitution,1,5778
maleate,malate,character_substitution,1,5778
zenpride-m,zanpridem,character_substitution,2,5779
widely-used,widely,segmentation_error,5,5779
adcip-tz,adcypt-z,phonetic_substitution,3,5781
ra-thermoseal,raw,segmentation_error,11,5783
dihydroergotoxine,dihydroergotoxyne,character_substitution,1,5785
octopine-l,octopinel,character_substitution,1,5786
librin-c,lebrun,phonetic_substitution,4,5787
dislor-m,dyslorum,character_substitution,2,5788
mumfer-d3,mum,segmentation_error,6,5792
essential-2,essential,character_insertion_deletion,2,5793
celemin-5s,selamin,word_level_error,5,5794
ceemi-o,simi,word_level_error,5,5798
ola-tc,olatc,character_substitution,1,5802
megaviz-mps,megavis,phonetic_substitution,4,5805
alday-am,ldam,segmentation_error,4,5810
deplatt-cv,diplat-cv,character_substitution,2,5812
abintin-m,abentinem,character_substitution,2,5815
cetapin-xr,cetapinex,character_substitution,2,5817
vizolam-p,visalampi,phonetic_substitution,4,5820
nicpime-am,nicpymium,phonetic_substitution,4,5821
new-livfit,any,segmentation_error,10,5823
aclozen-dt,a,segmentation_error,9,5824
cool-joint,cool,segmentation_error,6,5826
amibex-tz,amoebextazine,phonetic_substitution,7,5827
buclizine,baclozine,character_substitution,2,5828
olmezest-beta,almazest,segmentation_error,7,5831
aurocaine,oricaine,word_level_error,3,5832
axses-p,axis-p,character_substitution,2,5833
well-documented,well,segmentation_error,11,5833
sfol,as,word_level_error,4,5835
efcoba-f,of,segmentation_error,6,5837
akt-3,acota3,phonetic_substitution,3,5839
valatrol,valitrol,character_substitution,1,5840
witmox-k,whitmox,phonetic_substitution,3,5841
cinnarizine,synerazine,word_level_error,5,5842
methonitrate,methanitrate,character_substitution,1,5843
klenz-iv,clencheroman,segmentation_error,9,5844
dioset-md,diacetam-d,phonetic_substitution,4,5846
etuser-dsr,etucidiazar,word_level_error,7,5848
g-vit-e,joviati,word_level_error,5,5856
cinchocaine,centucane,word_level_error,5,5859
oflin-o,aflano,word_level_error,3,5860
butoconazole,butaconazole,character_substitution,1,5866
eperisone,epirusone,character_substitution,2,5867
copil-a,carpal,word_level_error,5,5868
doxyla-b6,doxilla,word_level_error,5,5869
diiodohydroxyquinoline,diodo-hydroxyquinoline,character_substitution,2,5871
well-documented,well,segmentation_error,11,5873
sulphamethoxazole,sulfamethoxazole,character_substitution,2,5874
de-worm,d-worm,character_substitution,1,5878
ginette-35,genet-35,character_insertion_deletion,3,5879
sp-clav,aspiclafpowd,segmentation_error,7,5880
halocort-s,helicort,phonetic_substitution,4,5881
clovin-n,clovenan,character_substitution,2,5882
nuromate,neuromate,character_substitution,1,5883
xylometazoline,xylem,segmentation_error,10,5889
well-equipped,well,segmentation_error,9,5890
clopikind-as,clopikind,character_insertion_deletion,3,5896
eldervit-zc,eldervitz,character_insertion_deletion,2,5901
nixopan-dsr,nixopandiasol,phonetic_substitution,5,5909
dclonom-aq,declonamine,phonetic_substitution,5,5910
sr-red,a,segmentation_error,6,5911
pyridoxol,pyridoxal,character_substitution,1,5912
afymox-clav,a,segmentation_error,10,5914
ropnol-c,rub,segmentation_error,7,5916
-,,character_substitution,1,5920
vomikura-md,vomikura,character_insertion_deletion,3,5920
waladrox-ax,walidroxay,phonetic_substitution,3,5922
telong-h,telanggache,phonetic_substitution,5,5924
amfenac-p,amphenac,phonetic_substitution,4,5928
fluphenazine,flufanazine,phonetic_substitution,3,5932
betahistine,beta,segmentation_error,7,5934
safeflam-sp,seflammas,word_level_error,5,5936
p-taz,ptaz,character_substitution,1,5937
imipramine,amepramine,character_substitution,2,5939
terizidone,terezidone,character_substitution,1,5940
olife-oz,alephose,word_level_error,7,5942
moxrech-cv,moxretch,word_level_error,4,5943
oriprim-ds,oroprim,phonetic_substitution,4,5945
temsy-e,temzee,phonetic_substitution,3,5951
pantolex-d,pantalex,character_insertion_deletion,3,5952
mix-50,mix,character_insertion_deletion,3,5954
melniv-pg,melnive,character_insertion_deletion,3,5955
prochlorperazine,prochloroperazine,character_substitution,1,5959
maleate,mele,word_level_error,4,5959
solugel-m,solugalem,character_substitution,2,5961
sugnl-m,sagnalim,phonetic_substitution,3,5966
flo-dt,flodt,character_substitution,1,5967
crotec-ec,crotty,word_level_error,5,5969
sunplex-zl,sunplex,character_insertion_deletion,3,5973
onace-p,anaspitab,word_level_error,7,5974
neurokem-m,neurochemim,phonetic_substitution,3,5976
echothiophate,ecothiophate,character_substitution,1,5977
aldbest-cf,aldebiaceth,phonetic_substitution,7,5978
leixo-d3,lexo,segmentation_error,4,5979
well-maintained,well,segmentation_error,11,5979
neurodin-nt,noradin,phonetic_substitution,6,5980
alclometasone,l-clomtacin,word_level_error,6,5981
dipropionate,dupropionate,character_substitution,1,5981
tromethamine,tromthamine,character_substitution,1,5985
pranmox-cv,pranmux,phonetic_substitution,4,5986
maleate,malate,character_substitution,1,5987
vomitus-md,vomitosem,phonetic_substitution,3,5989
riflox-nz,riflox,character_insertion_deletion,3,5992
zenflox-oz,xenfluxo,word_level_error,4,5993
ivadem-a,ivedum,phonetic_substitution,4,5994
well-documented,well,segmentation_error,11,5997
welnac-p,wellneck,phonetic_substitution,4,6000
ranibizumab-nuna,ranibizum,phonetic_substitution,7,6002
erenumab-aooe,irenumabao,word_level_error,4,6003
famciclovir,femciclovir,character_substitution,1,6004
oxalic-oz,oxalicose,phonetic_substitution,3,6005
meglumine,in,segmentation_error,7,6006
panpra-40,panproforti,phonetic_substitution,6,6007
prebel-m,perbellum,phonetic_substitution,4,6011
preganerve-m,priganovem,phonetic_substitution,4,6015
piperaquine,piperoquine,character_substitution,1,6016
cp-2,cp2,character_substitution,1,6020
rt-dom,artidom,character_substitution,2,6021
well-known,well,segmentation_error,6,6021
aciclovir,acyclovir,character_substitution,1,6026
gilteritinib,giltoridinib,character_substitution,2,6027
fumarate,fumarid,phonetic_substitution,3,6027
mixtard-50,mixtad,segmentation_error,4,6031
ctd-az,ctdz,character_insertion_deletion,2,6034
zadimac-ps,zadimac,character_insertion_deletion,3,6035
erdafitinib,erdofitin,character_insertion_deletion,3,6036
zincoma-m,zincoma,character_insertion_deletion,2,6037
cc-go,sisigo,word_level_error,4,6038
dicare-dsr,deca-dsr,character_insertion_deletion,3,6039
orant-n,orantan,character_substitution,1,6040
oflo-p,aflo,character_insertion_deletion,3,6041
corbet-xt,corbitex-d,phonetic_substitution,4,6043
ambroxol,ambrexol,character_substitution,1,6045
ossum-d,ossum,character_insertion_deletion,2,6046
tc-99m,tc99m,character_substitution,1,6047
pethidine,pathidine,character_substitution,1,6049
prochlorperazine,prochloropyrazine,character_substitution,2,6050
meglumine,megalomine,character_substitution,2,6052
diatrizoate,diatrizote,character_substitution,1,6052
peg-frastim,p-gifrastim,character_substitution,2,6054
vitomac-x,vitamix,phonetic_substitution,4,6055
maleate,malate,character_substitution,1,6056
flupentixol,flupantixol,character_substitution,1,6058
chlorothiazide-reserpine,chlorothiaze,phonetic_substitution,12,6059
ab-phylline-n,abfilin-n,segmentation_error,6,6060
prochlorperazine,prochloroprazine,character_substitution,2,6062
alvy-lc,lvlc,character_insertion_deletion,3,6065
panel-d,panel,character_insertion_deletion,2,6067
esomeprazole,esamprazole,character_substitution,2,6069
xosal-g,zozol,word_level_error,5,6070
axcef-cv,axe-fcvtab,phonetic_substitution,6,6071
domeco-bf,d'amico,word_level_error,6,6072
kymolol-er,chymalolure,word_level_error,6,6077
methylife-gt,methylife,character_insertion_deletion,3,6078
celor-s,celeris,character_substitution,2,6081
deutetrabenazine,dutitrabnosine,phonetic_substitution,5,6085
well-documented,well,segmentation_error,11,6085
paritaprevir,parataprevir,character_substitution,1,6086
ziprasidone,ziprocedone,phonetic_substitution,3,6087
diaminopyridine,diminopyridine,character_substitution,1,6088
nitrovas-sr,nitrovacisar,phonetic_substitution,3,6089
ceponix-cv,seponix,word_level_error,4,6090
clavage-lb,clavijol,phonetic_substitution,5,6091
ibuflamar-p,ibaflamer,phonetic_substitution,4,6093
levorest-mk,levostem,word_level_error,4,6094
levocetirizine,levosterazine,phonetic_substitution,4,6094
dronedarone,dronduron,character_insertion_deletion,3,6095
starone,sterone,character_substitution,1,6096
onfly-md,onflium,phonetic_substitution,3,6097
diacart-g,dicard,phonetic_substitution,4,6098
lu-177,tetraxetine,segmentation_error,11,6104
zimnic-o,xemnacotab,word_level_error,7,6105
dexrabeprazole,dextroprazole,word_level_error,4,6109
nixocef-s,nixo,segmentation_error,5,6111
petin-cr,pet,segmentation_error,5,6116
provera-d,provera,character_insertion_deletion,2,6118
c-livo,selevo,word_level_error,3,6119
penta-d,pentad,character_substitution,1,6120
levocetirizine,levostirazine,phonetic_substitution,3,6121
montas-l,montezel,phonetic_substitution,3,6121
